epoch, 0, train_dur, 212, test_dur, 445
epoch, 1, train_dur, 476, test_dur, 472
epoch, 2, train_dur, 183, test_dur, 376
epoch, 3, train_dur, 211, test_dur, 678
epoch, 4, train_dur, 376, test_dur, 442
epoch, 5, train_dur, 247, test_dur, 519
epoch, 6, train_dur, 222, test_dur, 550
epoch, 7, train_dur, 253, test_dur, 883
epoch, 8, train_dur, 251, test_dur, 353
epoch, 9, train_dur, 374, test_dur, 416
epoch, 10, train_dur, 281, test_dur, 311
epoch, 11, train_dur, 568, test_dur, 340
epoch, 12, train_dur, 247, test_dur, 795
epoch, 13, train_dur, 249, test_dur, 502
epoch, 14, train_dur, 232, test_dur, 358
epoch, 15, train_dur, 514, test_dur, 225
epoch, 16, train_dur, 202, test_dur, 663
epoch, 17, train_dur, 418, test_dur, 350
epoch, 18, train_dur, 615, test_dur, 695
epoch, 19, train_dur, 382, test_dur, 719
epoch, 20, train_dur, 471, test_dur, 291
epoch, 21, train_dur, 185, test_dur, 471
epoch, 22, train_dur, 379, test_dur, 354
epoch, 23, train_dur, 171, test_dur, 531
epoch, 24, train_dur, 335, test_dur, 463
epoch, 25, train_dur, 190, test_dur, 345
epoch, 26, train_dur, 285, test_dur, 441
epoch, 27, train_dur, 496, test_dur, 351
epoch, 28, train_dur, 193, test_dur, 663
epoch, 29, train_dur, 388, test_dur, 315
epoch, 30, train_dur, 223, test_dur, 252
epoch, 31, train_dur, 382, test_dur, 574
epoch, 32, train_dur, 340, test_dur, 312
epoch, 33, train_dur, 173, test_dur, 532
epoch, 34, train_dur, 347, test_dur, 350
epoch, 35, train_dur, 276, test_dur, 253
epoch, 36, train_dur, 252, test_dur, 445
epoch, 37, train_dur, 601, test_dur, 647
epoch, 38, train_dur, 194, test_dur, 463
epoch, 39, train_dur, 308, test_dur, 290
epoch, 40, train_dur, 173, test_dur, 466
epoch, 41, train_dur, 288, test_dur, 806
epoch, 42, train_dur, 278, test_dur, 478
