epoch, 0, train_dur, 557, test_dur, 445, avg loss, 0.0004185174184385687
epoch, 1, train_dur, 421, test_dur, 432, avg loss, 0.0009734388440847397
epoch, 2, train_dur, 488, test_dur, 415, avg loss, 0.0007939008064568043
epoch, 3, train_dur, 281, test_dur, 861, avg loss, 0.0018067547352984548
epoch, 4, train_dur, 402, test_dur, 263, avg loss, 0.0011286047520115972
epoch, 5, train_dur, 505, test_dur, 642, avg loss, 0.001695989049039781
epoch, 6, train_dur, 287, test_dur, 464, avg loss, 0.0020753026474267244
epoch, 7, train_dur, 369, test_dur, 458, avg loss, 0.0024731168523430824
epoch, 8, train_dur, 209, test_dur, 675, avg loss, 0.0017230745870620012
epoch, 9, train_dur, 694, test_dur, 197, avg loss, 0.0019258008105680346
epoch, 10, train_dur, 338, test_dur, 544, avg loss, 0.0015096913557499647
epoch, 11, train_dur, 335, test_dur, 314, avg loss, 0.0026311641559004784
epoch, 12, train_dur, 599, test_dur, 577, avg loss, 0.0014346255920827389
epoch, 13, train_dur, 512, test_dur, 806, avg loss, 0.0016649452736601233
epoch, 14, train_dur, 267, test_dur, 409, avg loss, 0.001273595029488206
epoch, 15, train_dur, 369, test_dur, 660, avg loss, 0.0019307505572214723
epoch, 16, train_dur, 610, test_dur, 474, avg loss, 0.0015238048508763313
epoch, 17, train_dur, 214, test_dur, 762, avg loss, 0.0019498212495818734
epoch, 18, train_dur, 197, test_dur, 369, avg loss, 0.002246105344966054
epoch, 19, train_dur, 379, test_dur, 350, avg loss, 0.0018337772926315665
epoch, 20, train_dur, 767, test_dur, 720, avg loss, 0.0016483175568282604
epoch, 21, train_dur, 502, test_dur, 564, avg loss, 0.0021893163211643696
epoch, 22, train_dur, 338, test_dur, 475, avg loss, 0.001709744450636208
epoch, 23, train_dur, 355, test_dur, 698, avg loss, 0.0017595860408619046
epoch, 24, train_dur, 263, test_dur, 642, avg loss, 0.0015493367100134492
epoch, 25, train_dur, 365, test_dur, 567, avg loss, 0.0019033686257898808
epoch, 26, train_dur, 484, test_dur, 459, avg loss, 0.0015700338408350945
epoch, 27, train_dur, 535, test_dur, 596, avg loss, 0.0016874803695827723
epoch, 28, train_dur, 553, test_dur, 522, avg loss, 0.0017151678912341595
epoch, 29, train_dur, 395, test_dur, 507, avg loss, 0.0017980620032176375
epoch, 30, train_dur, 433, test_dur, 793, avg loss, 0.0016871850239112973
epoch, 31, train_dur, 426, test_dur, 455, avg loss, 0.0017350513953715563
epoch, 32, train_dur, 596, test_dur, 574, avg loss, 0.001599062466993928
epoch, 33, train_dur, 365, test_dur, 483, avg loss, 0.001783601357601583
epoch, 34, train_dur, 512, test_dur, 684, avg loss, 0.0015973650151863694
