epoch, 0, train_dur, 1184, test_dur, 1135, avg loss, 0.00035506035783328116
epoch, 1, train_dur, 810, test_dur, 758, avg loss, 0.0007576462812721729
epoch, 2, train_dur, 271, test_dur, 1035, avg loss, 0.000816996325738728
epoch, 3, train_dur, 1030, test_dur, 473, avg loss, 0.0007094042957760394
epoch, 4, train_dur, 787, test_dur, 763, avg loss, 0.0005381516530178487
epoch, 5, train_dur, 1120, test_dur, 1115, avg loss, 0.0009848875924944878
epoch, 6, train_dur, 644, test_dur, 1072, avg loss, 0.0007460403139702976
epoch, 7, train_dur, 996, test_dur, 1331, avg loss, 0.0009565727086737752
epoch, 8, train_dur, 1051, test_dur, 1407, avg loss, 0.0008613166864961386
epoch, 9, train_dur, 749, test_dur, 740, avg loss, 0.0017246564384549856
epoch, 10, train_dur, 906, test_dur, 1437, avg loss, 0.0013035371666774154
epoch, 11, train_dur, 1392, test_dur, 1295, avg loss, 0.0009174952865578234
epoch, 12, train_dur, 950, test_dur, 1321, avg loss, 0.001042835065163672
epoch, 13, train_dur, 1191, test_dur, 1355, avg loss, 0.0015334076015278697
epoch, 14, train_dur, 684, test_dur, 848, avg loss, 0.0015869581839069724
epoch, 15, train_dur, 1174, test_dur, 1405, avg loss, 0.0013820885214954615
epoch, 16, train_dur, 404, test_dur, 1312, avg loss, 0.0011901434045284986
epoch, 17, train_dur, 1001, test_dur, 909, avg loss, 0.0014045494608581066
epoch, 18, train_dur, 693, test_dur, 866, avg loss, 0.0010569763835519552
epoch, 19, train_dur, 565, test_dur, 579, avg loss, 0.0012924658367410302
epoch, 20, train_dur, 1049, test_dur, 889, avg loss, 0.0009694888140074909
epoch, 21, train_dur, 606, test_dur, 1088, avg loss, 0.0017313424032181501
epoch, 22, train_dur, 1142, test_dur, 753, avg loss, 0.0013862267369404435
epoch, 23, train_dur, 1124, test_dur, 1331, avg loss, 0.0012054051039740443
epoch, 24, train_dur, 1179, test_dur, 1331, avg loss, 0.0011436314089223742
epoch, 25, train_dur, 1163, test_dur, 1547, avg loss, 0.0018732259050011635
epoch, 26, train_dur, 1182, test_dur, 1050, avg loss, 0.001528529217466712
epoch, 27, train_dur, 785, test_dur, 1319, avg loss, 0.0013510154094547033
epoch, 28, train_dur, 832, test_dur, 1017, avg loss, 0.0016712540527805686
epoch, 29, train_dur, 886, test_dur, 1353, avg loss, 0.002035225974395871
epoch, 30, train_dur, 1016, test_dur, 703, avg loss, 0.0017368881963193417
epoch, 31, train_dur, 670, test_dur, 929, avg loss, 0.0018187754321843386
epoch, 32, train_dur, 875, test_dur, 1000, avg loss, 0.0013280772836878896
epoch, 33, train_dur, 1306, test_dur, 605, avg loss, 0.001932115526869893
epoch, 34, train_dur, 555, test_dur, 868, avg loss, 0.001908636768348515
epoch, 35, train_dur, 691, test_dur, 1340, avg loss, 0.0012908234493806958
epoch, 36, train_dur, 1206, test_dur, 1316, avg loss, 0.0015408014878630638
epoch, 37, train_dur, 1060, test_dur, 1380, avg loss, 0.0017227513017132878
epoch, 38, train_dur, 831, test_dur, 1184, avg loss, 0.0015926082851365209
epoch, 39, train_dur, 1197, test_dur, 1599, avg loss, 0.0016940889181569219
epoch, 40, train_dur, 1306, test_dur, 876, avg loss, 0.001379699562676251
epoch, 41, train_dur, 884, test_dur, 1450, avg loss, 0.0017075627110898495
epoch, 42, train_dur, 1025, test_dur, 1457, avg loss, 0.0015524547779932618
epoch, 43, train_dur, 1173, test_dur, 880, avg loss, 0.0014480376848950982
epoch, 44, train_dur, 1055, test_dur, 999, avg loss, 0.0014584031887352467
epoch, 45, train_dur, 1365, test_dur, 1474, avg loss, 0.0016787989297881722
epoch, 46, train_dur, 1159, test_dur, 1268, avg loss, 0.0013271362986415625
epoch, 47, train_dur, 1072, test_dur, 1254, avg loss, 0.0013342718593776226
epoch, 48, train_dur, 543, test_dur, 1205, avg loss, 0.0012217540061101317
epoch, 49, train_dur, 1115, test_dur, 1500, avg loss, 0.001540119992569089
epoch, 50, train_dur, 877, test_dur, 1385, avg loss, 0.0014843299286440015
epoch, 51, train_dur, 1255, test_dur, 1373, avg loss, 0.0012380066327750683
epoch, 52, train_dur, 695, test_dur, 1305, avg loss, 0.0010888059623539448
epoch, 53, train_dur, 928, test_dur, 1428, avg loss, 0.001519413897767663
epoch, 54, train_dur, 1439, test_dur, 1287, avg loss, 0.0013644840801134706
epoch, 55, train_dur, 1083, test_dur, 1159, avg loss, 0.001226317137479782
epoch, 56, train_dur, 1215, test_dur, 1260, avg loss, 0.0011834806064143777
epoch, 57, train_dur, 752, test_dur, 1204, avg loss, 0.0016876866575330496
epoch, 58, train_dur, 643, test_dur, 1106, avg loss, 0.0014987009344622493
epoch, 59, train_dur, 667, test_dur, 1112, avg loss, 0.0013250483898445964
epoch, 60, train_dur, 1086, test_dur, 1153, avg loss, 0.0012267337879166007
epoch, 61, train_dur, 845, test_dur, 1099, avg loss, 0.0015861886786296964
epoch, 62, train_dur, 1049, test_dur, 1682, avg loss, 0.0015594679862260818
epoch, 63, train_dur, 1233, test_dur, 1009, avg loss, 0.0013548634015023708
epoch, 64, train_dur, 1109, test_dur, 1032, avg loss, 0.0010742736048996449
epoch, 65, train_dur, 813, test_dur, 1451, avg loss, 0.0015738287474960089
epoch, 66, train_dur, 696, test_dur, 1187, avg loss, 0.0012431613868102431
epoch, 67, train_dur, 1407, test_dur, 1095, avg loss, 0.001350891194306314
epoch, 68, train_dur, 840, test_dur, 976, avg loss, 0.001597852911800146
epoch, 69, train_dur, 1450, test_dur, 1246, avg loss, 0.0014679195592179894
epoch, 70, train_dur, 1280, test_dur, 1206, avg loss, 0.0014410631265491247
epoch, 71, train_dur, 1246, test_dur, 1154, avg loss, 0.001234734896570444
epoch, 72, train_dur, 1401, test_dur, 945, avg loss, 0.0012772431364282966
epoch, 73, train_dur, 432, test_dur, 1383, avg loss, 0.0016832385445013642
epoch, 74, train_dur, 774, test_dur, 1190, avg loss, 0.0016192324692383409
epoch, 75, train_dur, 1353, test_dur, 1670, avg loss, 0.0012895797844976187
epoch, 76, train_dur, 1358, test_dur, 1316, avg loss, 0.0012916962150484324
epoch, 77, train_dur, 1489, test_dur, 1001, avg loss, 0.001702536130324006
epoch, 78, train_dur, 676, test_dur, 1293, avg loss, 0.0013757620472460985
epoch, 79, train_dur, 967, test_dur, 1418, avg loss, 0.00151785125490278
epoch, 80, train_dur, 1113, test_dur, 644, avg loss, 0.0014132907381281257
epoch, 81, train_dur, 767, test_dur, 1252, avg loss, 0.002029321389272809
epoch, 82, train_dur, 825, test_dur, 1143, avg loss, 0.0015245599206537008
epoch, 83, train_dur, 848, test_dur, 1439, avg loss, 0.001657162676565349
epoch, 84, train_dur, 1183, test_dur, 839, avg loss, 0.0014665382914245129
epoch, 85, train_dur, 1115, test_dur, 686, avg loss, 0.001624514814466238
epoch, 86, train_dur, 952, test_dur, 967, avg loss, 0.0016608929727226496
epoch, 87, train_dur, 1195, test_dur, 710, avg loss, 0.0014749275287613273
epoch, 88, train_dur, 1171, test_dur, 1319, avg loss, 0.00136662763543427
epoch, 89, train_dur, 893, test_dur, 1188, avg loss, 0.0014093663776293397
epoch, 90, train_dur, 1298, test_dur, 1035, avg loss, 0.0013515179743990302
epoch, 91, train_dur, 1364, test_dur, 798, avg loss, 0.0011743047507479787
epoch, 92, train_dur, 1007, test_dur, 1089, avg loss, 0.0010948103154078126
epoch, 93, train_dur, 1315, test_dur, 1138, avg loss, 0.0013116144109517336
epoch, 94, train_dur, 1271, test_dur, 1510, avg loss, 0.0012575516011565924
epoch, 95, train_dur, 893, test_dur, 913, avg loss, 0.0012999725295230746
epoch, 96, train_dur, 1624, test_dur, 1012, avg loss, 0.0011100488482043147
epoch, 97, train_dur, 1015, test_dur, 1308, avg loss, 0.0015789070166647434
epoch, 98, train_dur, 1039, test_dur, 1099, avg loss, 0.0012780021643266082
epoch, 99, train_dur, 1312, test_dur, 1374, avg loss, 0.0011640465818345547
epoch, 100, train_dur, 1463, test_dur, 997, avg loss, 0.0012384271249175072
epoch, 101, train_dur, 958, test_dur, 1423, avg loss, 0.001414132653735578
epoch, 102, train_dur, 567, test_dur, 1034, avg loss, 0.0012413765070959926
epoch, 103, train_dur, 586, test_dur, 1193, avg loss, 0.0015431311912834644
epoch, 104, train_dur, 1183, test_dur, 1385, avg loss, 0.0011881771497428417
epoch, 105, train_dur, 1174, test_dur, 1397, avg loss, 0.0014793896116316319
epoch, 106, train_dur, 864, test_dur, 985, avg loss, 0.001366734504699707
epoch, 107, train_dur, 1263, test_dur, 1120, avg loss, 0.0013304140884429216
epoch, 108, train_dur, 1082, test_dur, 1293, avg loss, 0.0010250856867060065
epoch, 109, train_dur, 1122, test_dur, 875, avg loss, 0.0014467823784798384
epoch, 110, train_dur, 946, test_dur, 1072, avg loss, 0.0012098022270947695
epoch, 111, train_dur, 1536, test_dur, 1125, avg loss, 0.0011216967832297087
epoch, 112, train_dur, 1085, test_dur, 1183, avg loss, 0.0010443020146340132
epoch, 113, train_dur, 1478, test_dur, 1289, avg loss, 0.0012314063496887684
epoch, 114, train_dur, 1452, test_dur, 1556, avg loss, 0.00099734787363559
epoch, 115, train_dur, 1399, test_dur, 1321, avg loss, 0.001009530620649457
epoch, 116, train_dur, 1285, test_dur, 1334, avg loss, 0.0009972003754228354
epoch, 117, train_dur, 1094, test_dur, 1198, avg loss, 0.0012307923752814531
epoch, 118, train_dur, 1203, test_dur, 989, avg loss, 0.0011067460291087627
epoch, 119, train_dur, 1088, test_dur, 1390, avg loss, 0.0012330635217949748
epoch, 120, train_dur, 519, test_dur, 1319, avg loss, 0.0013402370968833566
epoch, 121, train_dur, 1232, test_dur, 1298, avg loss, 0.0013374558184295893
epoch, 122, train_dur, 1526, test_dur, 1260, avg loss, 0.0011485610157251358
epoch, 123, train_dur, 1038, test_dur, 1414, avg loss, 0.0011777731124311686
epoch, 124, train_dur, 1017, test_dur, 1385, avg loss, 0.0011732359416782856
epoch, 125, train_dur, 971, test_dur, 1597, avg loss, 0.001482514082454145
epoch, 126, train_dur, 1082, test_dur, 1282, avg loss, 0.0010963402455672622
epoch, 127, train_dur, 1139, test_dur, 1377, avg loss, 0.001199743477627635
epoch, 128, train_dur, 1224, test_dur, 1099, avg loss, 0.0010532416636124253
epoch, 129, train_dur, 1580, test_dur, 1648, avg loss, 0.0013785904739052057
epoch, 130, train_dur, 735, test_dur, 1212, avg loss, 0.0012330511817708611
epoch, 131, train_dur, 1195, test_dur, 1361, avg loss, 0.0015412663342431188
epoch, 132, train_dur, 835, test_dur, 1078, avg loss, 0.0011873205658048391
epoch, 133, train_dur, 1062, test_dur, 1413, avg loss, 0.0017441759118810296
epoch, 134, train_dur, 953, test_dur, 1118, avg loss, 0.0014158657286316156
epoch, 135, train_dur, 1025, test_dur, 1280, avg loss, 0.0013117474736645818
epoch, 136, train_dur, 992, test_dur, 1029, avg loss, 0.0014123556902632117
epoch, 137, train_dur, 1253, test_dur, 1344, avg loss, 0.0015385018195956945
epoch, 138, train_dur, 1152, test_dur, 1080, avg loss, 0.0012006035540252924
epoch, 139, train_dur, 786, test_dur, 1032, avg loss, 0.0013415130088105798
epoch, 140, train_dur, 1068, test_dur, 1273, avg loss, 0.001314968685619533
epoch, 141, train_dur, 1241, test_dur, 997, avg loss, 0.0015177001478150487
epoch, 142, train_dur, 1190, test_dur, 1320, avg loss, 0.0013568239519372582
epoch, 143, train_dur, 860, test_dur, 900, avg loss, 0.001170631148852408
epoch, 144, train_dur, 1336, test_dur, 1306, avg loss, 0.0010819816961884499
epoch, 145, train_dur, 1055, test_dur, 1259, avg loss, 0.0014793244190514088
epoch, 146, train_dur, 1540, test_dur, 961, avg loss, 0.0012649076525121927
epoch, 147, train_dur, 1193, test_dur, 1434, avg loss, 0.0011913098860532045
epoch, 148, train_dur, 821, test_dur, 809, avg loss, 0.001610865700058639
epoch, 149, train_dur, 1276, test_dur, 828, avg loss, 0.0019125709077343345
epoch, 150, train_dur, 1192, test_dur, 1207, avg loss, 0.001570759923197329
epoch, 151, train_dur, 1237, test_dur, 1360, avg loss, 0.0014474234776571393
epoch, 152, train_dur, 1314, test_dur, 1310, avg loss, 0.001417467719875276
epoch, 153, train_dur, 1316, test_dur, 1381, avg loss, 0.0017205540789291263
epoch, 154, train_dur, 1288, test_dur, 1152, avg loss, 0.0016266643069684505
epoch, 155, train_dur, 869, test_dur, 1360, avg loss, 0.0014855116605758667
epoch, 156, train_dur, 1503, test_dur, 1027, avg loss, 0.001403673435561359
epoch, 157, train_dur, 628, test_dur, 1007, avg loss, 0.0016491081332787871
epoch, 158, train_dur, 1144, test_dur, 952, avg loss, 0.00129799940623343
epoch, 159, train_dur, 643, test_dur, 1058, avg loss, 0.001560984062962234
epoch, 160, train_dur, 1356, test_dur, 1283, avg loss, 0.0012922189198434353
epoch, 161, train_dur, 1238, test_dur, 1382, avg loss, 0.0014936719089746475
epoch, 162, train_dur, 832, test_dur, 1407, avg loss, 0.0017269427189603448
epoch, 163, train_dur, 1228, test_dur, 1173, avg loss, 0.0012286159908398986
epoch, 164, train_dur, 1292, test_dur, 1039, avg loss, 0.0012365165166556835
epoch, 165, train_dur, 1569, test_dur, 978, avg loss, 0.001627942780032754
epoch, 166, train_dur, 977, test_dur, 1022, avg loss, 0.001366879791021347
epoch, 167, train_dur, 990, test_dur, 1089, avg loss, 0.0011198925785720348
epoch, 168, train_dur, 1131, test_dur, 1059, avg loss, 0.0010776487179100513
epoch, 169, train_dur, 1177, test_dur, 1183, avg loss, 0.0011705555953085423
epoch, 170, train_dur, 1054, test_dur, 1580, avg loss, 0.0013638177188113332
epoch, 171, train_dur, 1331, test_dur, 1247, avg loss, 0.0012299941154196858
epoch, 172, train_dur, 904, test_dur, 1472, avg loss, 0.001125670736655593
epoch, 173, train_dur, 862, test_dur, 1218, avg loss, 0.0013965792022645473
epoch, 174, train_dur, 1057, test_dur, 1637, avg loss, 0.0011279127793386579
epoch, 175, train_dur, 1209, test_dur, 969, avg loss, 0.0012458788696676493
epoch, 176, train_dur, 751, test_dur, 1233, avg loss, 0.0012945989146828651
epoch, 177, train_dur, 1344, test_dur, 602, avg loss, 0.001282901968806982
epoch, 178, train_dur, 1158, test_dur, 917, avg loss, 0.0012567555531859398
epoch, 179, train_dur, 1401, test_dur, 1164, avg loss, 0.001192225143313408
epoch, 180, train_dur, 622, test_dur, 1254, avg loss, 0.0012265666155144572
epoch, 181, train_dur, 1295, test_dur, 817, avg loss, 0.0012454038951545954
epoch, 182, train_dur, 874, test_dur, 927, avg loss, 0.0009372715139761567
epoch, 183, train_dur, 1292, test_dur, 1436, avg loss, 0.0011644319165498018
