epoch, 0, train_dur, 240, test_dur, 403, avg loss, 0.000643027713522315
epoch, 1, train_dur, 237, test_dur, 388, avg loss, 0.0013730255886912346
epoch, 2, train_dur, 170, test_dur, 646, avg loss, 0.002778034657239914
epoch, 3, train_dur, 414, test_dur, 583, avg loss, 0.0008958374965004623
epoch, 4, train_dur, 453, test_dur, 511, avg loss, 0.0007123161340132356
epoch, 5, train_dur, 247, test_dur, 481, avg loss, 0.0015726805431768298
epoch, 6, train_dur, 396, test_dur, 453, avg loss, 0.0013974856119602919
epoch, 7, train_dur, 186, test_dur, 607, avg loss, 0.0014083664864301682
epoch, 8, train_dur, 243, test_dur, 858, avg loss, 0.0013747494667768478
epoch, 9, train_dur, 161, test_dur, 388, avg loss, 0.0015815069200471044
epoch, 10, train_dur, 244, test_dur, 339, avg loss, 0.0015444710152223706
epoch, 11, train_dur, 269, test_dur, 554, avg loss, 0.0016892582643777132
epoch, 12, train_dur, 164, test_dur, 611, avg loss, 0.0013801833847537637
epoch, 13, train_dur, 181, test_dur, 512, avg loss, 0.0015313959447667003
epoch, 14, train_dur, 348, test_dur, 511, avg loss, 0.0013302696170285344
epoch, 15, train_dur, 369, test_dur, 493, avg loss, 0.0010651889024302363
epoch, 16, train_dur, 280, test_dur, 384, avg loss, 0.0009549225214868784
epoch, 17, train_dur, 290, test_dur, 344, avg loss, 0.0014077987289056182
epoch, 18, train_dur, 167, test_dur, 663, avg loss, 0.0013106691185384989
epoch, 19, train_dur, 395, test_dur, 322, avg loss, 0.0014284206554293633
epoch, 20, train_dur, 233, test_dur, 910, avg loss, 0.001561865909025073
epoch, 21, train_dur, 210, test_dur, 714, avg loss, 0.00492314575240016
epoch, 22, train_dur, 165, test_dur, 539, avg loss, 0.004136582370847464
epoch, 23, train_dur, 297, test_dur, 564, avg loss, 0.003575378330424428
epoch, 24, train_dur, 332, test_dur, 262, avg loss, 0.002762937918305397
epoch, 25, train_dur, 461, test_dur, 461, avg loss, 0.0022858851589262486
epoch, 26, train_dur, 460, test_dur, 431, avg loss, 0.002078433521091938
epoch, 27, train_dur, 256, test_dur, 569, avg loss, 0.0019266401650384068
epoch, 28, train_dur, 238, test_dur, 428, avg loss, 0.0022265941370278597
epoch, 29, train_dur, 301, test_dur, 437, avg loss, 0.0018646421376615763
epoch, 30, train_dur, 311, test_dur, 505, avg loss, 0.001876216847449541
epoch, 31, train_dur, 267, test_dur, 726, avg loss, 0.0020382485818117857
epoch, 32, train_dur, 237, test_dur, 409, avg loss, 0.002350354101508856
epoch, 33, train_dur, 173, test_dur, 564, avg loss, 0.0025632840115576982
epoch, 34, train_dur, 402, test_dur, 385, avg loss, 0.002255124505609274
epoch, 35, train_dur, 268, test_dur, 712, avg loss, 0.0017532139318063855
epoch, 36, train_dur, 353, test_dur, 505, avg loss, 0.00229769479483366
epoch, 37, train_dur, 483, test_dur, 543, avg loss, 0.0021106142085045576
epoch, 38, train_dur, 365, test_dur, 533, avg loss, 0.0025728910695761442
epoch, 39, train_dur, 211, test_dur, 522, avg loss, 0.002166361315175891
epoch, 40, train_dur, 395, test_dur, 523, avg loss, 0.0026554965879768133
epoch, 41, train_dur, 231, test_dur, 600, avg loss, 0.005030659958720207
epoch, 42, train_dur, 265, test_dur, 284, avg loss, 0.004067616071552038
epoch, 43, train_dur, 244, test_dur, 428, avg loss, 0.003851956222206354
epoch, 44, train_dur, 452, test_dur, 535, avg loss, 0.003494897624477744
epoch, 45, train_dur, 366, test_dur, 259, avg loss, 0.003393507096916437
epoch, 46, train_dur, 335, test_dur, 746, avg loss, 0.003350072307512164
epoch, 47, train_dur, 339, test_dur, 273, avg loss, 0.0030235489830374718
epoch, 48, train_dur, 508, test_dur, 429, avg loss, 0.0029221419245004654
epoch, 49, train_dur, 405, test_dur, 422, avg loss, 0.002339092781767249
epoch, 50, train_dur, 230, test_dur, 503, avg loss, 0.0024838517419993877
epoch, 51, train_dur, 391, test_dur, 499, avg loss, 0.0022421260364353657
epoch, 52, train_dur, 432, test_dur, 428, avg loss, 0.0022386854980140924
epoch, 53, train_dur, 221, test_dur, 475, avg loss, 0.002453279448673129
epoch, 54, train_dur, 252, test_dur, 596, avg loss, 0.0024975351989269257
epoch, 55, train_dur, 215, test_dur, 466, avg loss, 0.0023505741264671087
epoch, 56, train_dur, 313, test_dur, 308, avg loss, 0.002605438930913806
epoch, 57, train_dur, 230, test_dur, 301, avg loss, 0.0020026620477437973
